订单号,日期,用户ID,渠道,类目,SKU,数量,单价,实付金额,是否退款
SO202500211,2025-12-15,11888,社群,男装,男装-013,1,319,298.77,否
SO202500657,2025-12-15,11400,搜索,男装,男装-025,2,169,293.98,否
SO202504228,2025-12-15,10067,社群,男装,男装-006,2,199,360.42,否
SO202501706,2025-12-15,11356,推荐,女装,女装-023,2,169,334.78,否
SO202502471,2025-12-15,11192,社群,美妆,美妆-001,3,129,337.14,否
SO202500960,2025-12-15,11786,社群,男装,男装-013,1,319,316.32,否
SO202502490,2025-12-15,11309,直播,美妆,美妆-001,2,129,224.8,是
SO202501538,2025-12-16,10298,直播,美妆,美妆-016,3,279,824.64,否
SO202500629,2025-12-16,10553,推荐,男装,男装-020,1,299,258.55,否
SO202500859,2025-12-16,11105,搜索,男装,男装-022,2,229,443.66,否
SO202502581,2025-12-16,11302,搜索,美妆,美妆-003,1,119,112.37,否
SO202503656,2025-12-16,11964,社群,男装,男装-019,1,189,170.87,否
SO202503337,2025-12-16,11217,直播,女装,女装-034,2,259,498.86,否
SO202501121,2025-12-16,11777,直播,数码,数码-010,2,2029,3716.1,否
SO202504132,2025-12-17,10845,社群,女装,女装-032,1,309,275.12,否
SO202500607,2025-12-17,10828,直播,女装,女装-021,1,269,251.34,否
SO202501108,2025-12-17,11424,搜索,女装,女装-032,2,309,593.22,否
SO202503789,2025-12-17,10731,直播,家居,家居-007,3,199,561.43,否
SO202504433,2025-12-17,10319,搜索,美妆,美妆-015,1,199,185.82,否
SO202504098,2025-12-17,10163,推荐,数码,数码-007,3,1359,3802.58,否
SO202500725,2025-12-17,11004,搜索,家居,家居-007,3,199,517.24,否
SO202502063,2025-12-17,11738,直播,美妆,美妆-003,1,119,111.13,否
SO202504835,2025-12-17,10741,推荐,女装,女装-032,1,309,300.83,否
SO202501444,2025-12-17,10144,直播,男装,男装-014,3,149,394.04,否
SO202504151,2025-12-17,11539,社群,男装,男装-002,1,239,232.72,否
SO202503104,2025-12-17,11875,直播,女装,女装-021,1,269,241.46,否
SO202503645,2025-12-17,10319,直播,女装,女装-003,1,189,179.65,否
SO202504166,2025-12-17,11930,推荐,女装,女装-012,3,239,683.79,否
SO202503593,2025-12-17,11898,搜索,女装,女装-014,2,259,462.33,否
SO202500021,2025-12-17,11438,推荐,女装,女装-001,3,169,489.82,否
SO202504007,2025-12-17,11732,直播,女装,女装-021,1,269,265.38,否
SO202504523,2025-12-17,10652,搜索,家居,家居-011,1,119,104.41,否
SO202500833,2025-12-17,11673,推荐,美妆,美妆-016,1,279,260.47,否
SO202500096,2025-12-18,10760,推荐,美妆,美妆-003,2,119,231.82,否
SO202503920,2025-12-18,11144,直播,女装,女装-001,1,169,166.35,否
SO202500310,2025-12-18,11735,直播,女装,女装-022,1,269,259.5,否
SO202500262,2025-12-18,10519,直播,男装,男装-015,1,149,131.85,否
SO202500205,2025-12-18,10071,推荐,女装,女装-021,2,269,519.15,否
SO202501005,2025-12-18,11309,搜索,男装,男装-006,1,199,198.73,否
SO202504583,2025-12-18,10524,社群,女装,女装-022,3,269,805.49,否
SO202501728,2025-12-18,10681,直播,女装,女装-032,1,309,281.47,否
SO202504434,2025-12-18,11078,推荐,美妆,美妆-007,1,159,153.53,否
SO202500148,2025-12-18,11861,推荐,家居,家居-004,2,59,106.21,否
SO202503642,2025-12-18,10825,搜索,美妆,美妆-017,1,359,317.58,否
SO202503875,2025-12-18,10363,搜索,男装,男装-020,3,299,828.39,否
SO202502297,2025-12-19,11705,搜索,家居,家居-002,2,129,221.57,否
SO202502512,2025-12-19,11786,社群,美妆,美妆-015,1,199,197.1,否
SO202503648,2025-12-19,11857,推荐,女装,女装-032,1,309,273.6,否
SO202503936,2025-12-19,10213,搜索,男装,男装-006,1,199,178.59,否
SO202503986,2025-12-19,11888,推荐,女装,女装-032,2,309,546.38,否
SO202501310,2025-12-19,10223,社群,男装,男装-014,1,149,136.2,否
SO202503080,2025-12-19,11078,搜索,女装,女装-032,1,309,296.06,否
SO202504710,2025-12-19,11051,直播,家居,家居-013,2,39,71.68,否
SO202504908,2025-12-19,10788,直播,美妆,美妆-014,2,239,440.33,否
SO202502456,2025-12-19,10114,搜索,家居,家居-010,1,179,159.28,否
SO202501168,2025-12-19,10285,直播,家居,家居-004,1,59,54.52,否
SO202504427,2025-12-20,10937,社群,男装,男装-019,2,189,358.48,否
SO202502594,2025-12-20,11524,搜索,家居,家居-010,1,179,170.95,否
SO202501546,2025-12-20,11861,直播,家居,家居-013,2,39,77.96,否
SO202504722,2025-12-20,11209,直播,女装,女装-021,1,269,230.5,否
SO202500315,2025-12-20,11050,直播,数码,数码-010,3,2029,5687.0,否
SO202503811,2025-12-20,10124,直播,家居,家居-014,1,59,52.91,否
SO202501819,2025-12-20,10595,搜索,女装,女装-022,1,269,262.72,否
SO202500901,2025-12-20,11004,搜索,美妆,美妆-001,2,129,244.67,否
SO202504655,2025-12-20,10621,推荐,男装,男装-019,1,189,162.02,否
SO202503748,2025-12-20,10107,搜索,女装,女装-032,1,309,262.96,否
SO202504366,2025-12-20,11173,搜索,美妆,美妆-016,1,279,273.42,否
SO202504384,2025-12-21,10497,推荐,美妆,美妆-003,2,119,230.22,否
SO202503062,2025-12-21,10588,推荐,男装,男装-020,3,299,883.59,否
SO202504967,2025-12-21,10872,搜索,女装,女装-005,2,269,461.66,否
SO202502984,2025-12-21,10217,社群,美妆,美妆-011,1,129,110.81,否
SO202502664,2025-12-21,10106,搜索,数码,数码-003,1,1699,1461.94,否
SO202503325,2025-12-21,11229,直播,男装,男装-025,2,169,335.46,否
SO202501696,2025-12-21,11933,社群,女装,女装-005,2,269,471.41,否
SO202503625,2025-12-21,10488,搜索,家居,家居-007,1,199,170.37,否
SO202501826,2025-12-21,10917,直播,女装,女装-012,3,239,672.12,否
SO202504281,2025-12-21,10285,直播,女装,女装-032,2,309,584.79,否
SO202500100,2025-12-21,11581,推荐,美妆,美妆-007,2,159,279.61,否
SO202504685,2025-12-21,10233,直播,女装,女装-001,2,169,303.6,否
SO202501970,2025-12-21,10210,搜索,美妆,美妆-003,2,119,220.14,否
SO202500094,2025-12-21,10877,推荐,男装,男装-014,2,149,274.88,否
SO202504912,2025-12-21,11581,社群,美妆,美妆-018,2,489,957.43,否
SO202502784,2025-12-22,11347,社群,女装,女装-003,2,189,377.94,否
SO202500076,2025-12-22,11533,推荐,美妆,美妆-016,1,279,272.16,否
SO202500161,2025-12-22,10176,搜索,美妆,美妆-002,3,369,963.73,否
SO202503745,2025-12-22,10854,社群,男装,男装-019,1,189,161.27,否
SO202503679,2025-12-22,10216,搜索,美妆,美妆-003,2,119,211.65,否
SO202501097,2025-12-22,10019,直播,美妆,美妆-020,3,479,1273.92,否
SO202504753,2025-12-22,10493,搜索,男装,男装-019,2,189,375.94,否
SO202500531,2025-12-22,11644,推荐,美妆,美妆-014,1,239,229.81,否
SO202504529,2025-12-22,11533,直播,男装,男装-013,1,319,273.58,否
SO202503884,2025-12-22,11882,搜索,男装,男装-004,2,299,591.74,否
SO202500681,2025-12-22,11585,直播,女装,女装-031,2,189,370.45,否
SO202503249,2025-12-22,11199,搜索,女装,女装-032,1,309,293.49,否
SO202503129,2025-12-22,11363,搜索,家居,家居-007,1,199,192.27,否
SO202502568,2025-12-23,11709,搜索,男装,男装-014,1,149,130.68,否
SO202503807,2025-12-23,10805,直播,女装,女装-001,1,169,167.18,否
SO202504914,2025-12-23,11594,直播,美妆,美妆-016,1,279,273.58,否
SO202501228,2025-12-23,11192,社群,女装,女装-005,1,269,265.53,否
SO202501242,2025-12-23,10112,搜索,美妆,美妆-016,1,279,277.87,否
SO202500151,2025-12-23,10311,直播,美妆,美妆-010,1,389,372.83,否
SO202501702,2025-12-23,10007,直播,美妆,美妆-007,2,159,301.68,否
SO202503988,2025-12-23,11851,推荐,女装,女装-033,1,289,278.36,否
SO202502542,2025-12-23,11537,直播,美妆,美妆-007,1,159,153.88,否
SO202504477,2025-12-23,10125,直播,美妆,美妆-001,1,129,116.01,否
SO202504575,2025-12-23,10336,推荐,男装,男装-014,1,149,142.15,否
SO202500017,2025-12-23,11269,搜索,男装,男装-005,1,269,254.65,否
SO202504715,2025-12-23,10150,推荐,数码,数码-003,1,1699,1619.81,否
SO202504592,2025-12-24,10766,搜索,女装,女装-034,1,259,224.29,否
SO202503926,2025-12-24,10917,推荐,女装,女装-031,2,189,357.66,否
SO202500329,2025-12-24,11024,搜索,美妆,美妆-003,3,119,348.0,否
SO202502103,2025-12-24,10831,搜索,男装,男装-008,1,299,277.33,否
SO202502480,2025-12-24,10112,直播,美妆,美妆-011,1,129,115.05,否
SO202501289,2025-12-24,10590,直播,男装,男装-005,1,269,243.71,否
SO202500156,2025-12-24,10123,搜索,女装,女装-032,1,309,267.84,否
SO202504129,2025-12-24,11401,推荐,家居,家居-004,1,59,55.07,否
SO202503623,2025-12-25,11214,社群,数码,数码-001,1,2439,2181.59,否
SO202501061,2025-12-25,11777,搜索,美妆,美妆-007,3,159,415.04,否
SO202501316,2025-12-25,10766,直播,女装,女装-032,3,309,800.31,否
SO202501658,2025-12-25,10405,推荐,家居,家居-004,1,59,58.21,否
SO202501853,2025-12-25,11732,推荐,女装,女装-005,1,269,257.36,否
SO202504944,2025-12-25,11476,直播,美妆,美妆-018,2,489,868.09,否
SO202500313,2025-12-25,11214,直播,女装,女装-001,2,169,326.93,否
SO202503816,2025-12-25,10760,社群,美妆,美妆-018,1,489,438.19,否
SO202501621,2025-12-25,11003,搜索,女装,女装-014,2,259,517.15,否
SO202500790,2025-12-25,11361,直播,男装,男装-005,1,269,247.91,否
SO202502196,2025-12-25,11700,搜索,数码,数码-008,2,1259,2399.26,否
SO202501184,2025-12-25,11932,直播,美妆,美妆-018,1,489,435.11,否
SO202503889,2025-12-25,11003,社群,男装,男装-001,1,329,293.06,否
SO202502760,2025-12-25,11344,搜索,男装,男装-001,2,329,591.13,否
SO202501962,2025-12-25,10627,推荐,男装,男装-024,1,109,107.35,否
SO202500962,2025-12-25,11931,搜索,男装,男装-006,3,199,592.17,否
SO202501796,2025-12-25,10213,直播,男装,男装-001,2,329,608.71,否
SO202504177,2025-12-25,10560,搜索,美妆,美妆-007,3,159,413.13,否
SO202502431,2025-12-25,10627,直播,男装,男装-006,3,199,524.61,否
SO202502380,2025-12-25,11223,搜索,男装,男装-007,2,129,251.29,否
SO202503555,2025-12-25,10788,社群,美妆,美妆-001,3,129,346.44,是
SO202501561,2025-12-25,10061,搜索,女装,女装-021,3,269,726.86,否
SO202501116,2025-12-26,11581,推荐,男装,男装-006,1,199,178.16,否
SO202501447,2025-12-26,11539,搜索,美妆,美妆-018,1,489,467.53,否
SO202502865,2025-12-26,11023,直播,美妆,美妆-001,1,129,119.23,否
SO202500268,2025-12-26,10965,直播,女装,女装-001,1,169,144.9,是
SO202503181,2025-12-26,11715,搜索,女装,女装-032,2,309,613.01,否
SO202501090,2025-12-26,10023,直播,美妆,美妆-001,1,129,120.96,否
SO202500910,2025-12-26,10458,直播,女装,女装-014,1,259,228.47,是
SO202501314,2025-12-26,11491,搜索,男装,男装-014,1,149,140.38,否
SO202500502,2025-12-26,11163,直播,女装,女装-033,1,289,272.74,否
SO202502470,2025-12-26,10642,推荐,女装,女装-033,1,289,280.12,否
SO202500043,2025-12-26,10196,推荐,数码,数码-008,1,1259,1224.52,否
SO202500406,2025-12-26,11910,推荐,男装,男装-019,1,189,176.7,否
SO202502228,2025-12-26,10747,搜索,美妆,美妆-014,1,239,220.75,是
SO202504057,2025-12-26,11679,搜索,女装,女装-032,2,309,542.3,否
SO202501738,2025-12-26,10145,社群,家居,家居-006,1,109,108.29,否
SO202501086,2025-12-26,10281,直播,女装,女装-032,2,309,597.69,否
SO202502583,2025-12-26,11950,推荐,女装,女装-031,1,189,188.88,否
SO202504642,2025-12-27,10837,搜索,家居,家居-001,2,39,72.15,是
SO202501661,2025-12-27,11331,搜索,男装,男装-008,2,299,524.74,否
SO202503318,2025-12-27,10627,社群,男装,男装-006,2,199,360.77,否
SO202500705,2025-12-27,10310,搜索,美妆,美妆-018,1,489,429.15,否
SO202500587,2025-12-27,10276,搜索,数码,数码-007,3,1359,3850.1,否
SO202500196,2025-12-27,11359,推荐,男装,男装-005,1,269,248.55,是
SO202504530,2025-12-27,10371,直播,男装,男装-005,1,269,245.39,是
SO202500988,2025-12-28,10178,直播,女装,女装-005,2,269,534.97,是
SO202504190,2025-12-28,11700,推荐,男装,男装-014,3,149,381.12,否
SO202502766,2025-12-28,11438,搜索,男装,男装-019,1,189,178.51,否
SO202501699,2025-12-28,11408,搜索,女装,女装-005,2,269,536.25,否
SO202504116,2025-12-28,11363,推荐,男装,男装-015,1,149,142.74,否
SO202502676,2025-12-28,11618,直播,数码,数码-008,1,1259,1096.53,否
SO202504159,2025-12-28,11783,直播,家居,家居-007,1,199,195.94,否
SO202504833,2025-12-28,11060,推荐,美妆,美妆-015,2,199,370.84,否
SO202501216,2025-12-28,11734,社群,家居,家居-007,2,199,358.13,是
SO202501089,2025-12-28,10371,搜索,男装,男装-006,2,199,396.06,否
SO202500938,2025-12-28,10217,推荐,数码,数码-007,1,1359,1221.72,否
SO202500137,2025-12-28,10002,搜索,女装,女装-005,2,269,500.1,否
SO202502515,2025-12-28,10486,直播,美妆,美妆-015,1,199,183.72,否
SO202503099,2025-12-28,11777,推荐,家居,家居-005,2,59,110.72,否
SO202503611,2025-12-28,11317,直播,家居,家居-010,1,179,165.75,否
SO202500454,2025-12-28,10313,社群,女装,女装-032,1,309,295.45,否
SO202503869,2025-12-28,10161,搜索,男装,男装-019,2,189,377.83,否
SO202503542,2025-12-28,11636,搜索,美妆,美妆-018,1,489,441.26,否
SO202500057,2025-12-28,10720,搜索,女装,女装-003,2,189,361.7,否
SO202501745,2025-12-29,10150,推荐,男装,男装-006,2,199,380.27,否
SO202503539,2025-12-29,11099,社群,男装,男装-004,1,299,286.65,否
SO202504778,2025-12-29,10120,直播,美妆,美妆-015,3,199,580.05,否
SO202504440,2025-12-29,11715,搜索,美妆,美妆-014,1,239,227.21,否
SO202501795,2025-12-29,10760,直播,美妆,美妆-003,1,119,108.63,否
SO202500714,2025-12-29,11344,直播,美妆,美妆-018,1,489,427.77,否
SO202501614,2025-12-29,10441,推荐,男装,男装-025,2,169,294.3,否
SO202500468,2025-12-29,11968,推荐,男装,男装-019,1,189,183.33,否
SO202502475,2025-12-29,11803,直播,女装,女装-021,1,269,232.48,否
SO202503978,2025-12-29,11774,社群,美妆,美妆-007,1,159,151.97,否
SO202501992,2025-12-29,11426,搜索,美妆,美妆-003,2,119,220.47,否
SO202503282,2025-12-29,10877,直播,数码,数码-003,1,1699,1501.75,否
SO202504515,2025-12-29,11966,推荐,女装,女装-027,3,149,420.09,否
SO202504175,2025-12-29,11070,社群,女装,女装-003,2,189,344.49,否
SO202502734,2025-12-30,11199,搜索,女装,女装-014,1,259,255.56,否
SO202504950,2025-12-30,10539,社群,男装,男装-006,2,199,395.95,否
SO202501965,2025-12-30,10032,社群,女装,女装-014,1,259,236.06,否
SO202504011,2025-12-30,11099,搜索,美妆,美妆-015,1,199,176.05,否
SO202500377,2025-12-30,11666,直播,美妆,美妆-011,2,129,250.74,否
SO202501114,2025-12-30,10225,直播,美妆,美妆-016,2,279,497.8,否
SO202500518,2025-12-30,11515,搜索,女装,女装-022,2,269,499.91,否
SO202501688,2025-12-30,11122,搜索,女装,女装-022,1,269,261.2,否
SO202502189,2025-12-30,10838,推荐,女装,女装-032,2,309,608.21,否
SO202500408,2025-12-30,10112,直播,美妆,美妆-007,1,159,149.58,否
SO202500698,2025-12-30,10186,搜索,女装,女装-025,3,159,412.82,否
SO202504251,2025-12-30,11359,社群,家居,家居-005,1,59,57.59,否
SO202500550,2025-12-30,11980,社群,美妆,美妆-016,3,279,782.87,否
SO202500338,2025-12-30,11686,推荐,美妆,美妆-001,1,129,122.08,否
SO202501043,2025-12-30,10762,直播,美妆,美妆-018,2,489,920.89,否
SO202504414,2025-12-30,11963,直播,男装,男装-015,3,149,411.83,否
SO202502425,2025-12-30,11234,社群,女装,女装-022,1,269,266.81,是
SO202504234,2025-12-30,10440,直播,家居,家居-010,2,179,333.43,否
SO202501299,2025-12-30,11097,直播,美妆,美妆-001,1,129,114.14,否
SO202503288,2025-12-31,11096,社群,家居,家居-012,1,169,161.68,否
SO202503364,2025-12-31,10795,社群,女装,女装-002,2,209,386.29,否
SO202503324,2025-12-31,10623,直播,美妆,美妆-007,2,159,315.34,否
SO202503303,2025-12-31,10223,直播,女装,女装-001,2,169,292.45,是
SO202501964,2025-12-31,11338,直播,美妆,美妆-010,1,389,340.25,否
SO202502786,2025-12-31,10539,搜索,女装,女装-014,1,259,240.65,否
SO202503086,2025-12-31,11645,搜索,美妆,美妆-011,3,129,351.34,否
SO202502728,2025-12-31,10652,直播,美妆,美妆-018,1,489,417.54,否
SO202503065,2025-12-31,10298,社群,家居,家居-007,1,199,175.0,否
SO202501926,2025-12-31,11136,推荐,女装,女装-014,2,259,501.96,否
SO202502489,2025-12-31,10887,搜索,女装,女装-005,1,269,268.3,否
SO202500372,2025-12-31,11968,直播,女装,女装-027,3,149,391.91,否
SO202502048,2025-12-31,10876,推荐,男装,男装-006,1,199,192.41,是
SO202502928,2025-12-31,10175,社群,男装,男装-025,1,169,149.82,否
SO202502401,2025-12-31,11152,推荐,美妆,美妆-005,2,369,726.07,否
SO202502238,2025-12-31,10765,社群,男装,男装-015,2,149,269.46,是
SO202503599,2025-12-31,10837,推荐,美妆,美妆-002,1,369,354.37,否
SO202500042,2025-12-31,10565,搜索,美妆,美妆-020,2,479,855.76,否
SO202503418,2026-01-01,11671,搜索,男装,男装-001,1,329,322.24,否
SO202501387,2026-01-01,10976,搜索,男装,男装-005,1,269,240.01,否
SO202502430,2026-01-01,10397,搜索,美妆,美妆-002,1,369,320.62,否
SO202503213,2026-01-01,11515,搜索,家居,家居-005,1,59,54.51,否
SO202502781,2026-01-01,11430,社群,男装,男装-005,1,269,250.22,否
SO202501059,2026-01-01,10454,推荐,家居,家居-013,2,39,73.75,否
SO202500619,2026-01-01,11395,推荐,女装,女装-021,2,269,462.95,否
SO202500167,2026-01-01,11813,搜索,男装,男装-006,2,199,359.11,否
SO202501207,2026-01-02,11593,推荐,男装,男装-019,1,189,177.12,否
SO202502200,2026-01-02,10825,直播,女装,女装-003,1,189,187.11,否
SO202504579,2026-01-02,11735,直播,男装,男装-020,1,299,270.45,否
SO202504621,2026-01-02,11449,搜索,女装,女装-005,1,269,244.9,否
SO202503365,2026-01-02,10663,直播,美妆,美妆-010,1,389,337.34,否
SO202504663,2026-01-02,11076,直播,数码,数码-009,3,1399,4168.4,否
SO202504233,2026-01-02,10209,直播,男装,男装-004,1,299,273.04,否
SO202504539,2026-01-02,10330,直播,家居,家居-007,2,199,345.48,否
SO202503692,2026-01-02,10391,直播,男装,男装-020,1,299,274.79,否
SO202502705,2026-01-02,10120,搜索,家居,家居-010,2,179,355.15,否
SO202500781,2026-01-03,11488,推荐,家居,家居-005,1,59,58.06,否
SO202504731,2026-01-03,10876,社群,女装,女装-025,1,159,155.73,否
SO202501541,2026-01-03,11369,社群,美妆,美妆-003,1,119,115.23,否
SO202500087,2026-01-03,10790,搜索,家居,家居-010,2,179,323.08,否
SO202502024,2026-01-03,10760,社群,美妆,美妆-001,2,129,233.73,否
SO202502310,2026-01-03,11946,搜索,美妆,美妆-014,3,239,613.56,是
SO202502648,2026-01-03,11802,直播,美妆,美妆-007,2,159,290.99,否
SO202504455,2026-01-03,11498,直播,女装,女装-032,1,309,266.98,否
SO202503806,2026-01-03,11440,搜索,男装,男装-006,3,199,548.28,否
SO202502313,2026-01-03,11440,社群,女装,女装-003,2,189,351.52,否
SO202500501,2026-01-03,11910,直播,数码,数码-010,1,2029,1777.58,否
SO202503722,2026-01-03,11093,直播,美妆,美妆-010,1,389,350.48,否
SO202504400,2026-01-03,10661,搜索,男装,男装-020,3,299,781.95,是
SO202504513,2026-01-03,11150,直播,女装,女装-032,1,309,301.62,否
SO202500455,2026-01-03,10405,推荐,女装,女装-032,1,309,274.43,否
SO202501514,2026-01-03,10511,搜索,女装,女装-034,1,259,240.95,否
SO202504452,2026-01-04,10631,搜索,美妆,美妆-011,1,129,119.61,是
SO202503231,2026-01-04,10760,直播,美妆,美妆-011,2,129,235.79,否
SO202503829,2026-01-04,10346,直播,女装,女装-005,1,269,258.7,否
SO202503606,2026-01-04,10542,搜索,男装,男装-001,1,329,301.69,否
